Date,BANGLADESH SMALL CAP
2010-11,1000.0
2010-12,958.918053958989
2011-01,825.54627282068
2011-02,581.5133228747031
2011-03,664.0397106296348
2011-04,619.9395046212031
2011-05,595.1279331661623
2011-06,648.013298381874
2011-07,687.8767218498506
2011-08,667.3719251511545
2011-09,613.8523404200566
2011-10,525.5827444689685
2011-11,559.4945514378228
2011-12,519.0850350965899
2012-01,382.90379948639116
2012-02,452.0046436695398
2012-03,467.4454684737726
2012-04,481.57297242962943
2012-05,456.6159390086947
2012-06,437.79868480480087
2012-07,389.7339042070801
2012-08,411.855064513114
2012-09,452.003753686387
2012-10,425.8570826714376
2012-11,398.6433338299575
2012-12,408.853374787356
2013-01,414.24039402259996
2013-02,401.34044782019504
2013-03,371.69293461799526
2013-04,342.6445266504904
2013-05,392.79653763003495
2013-06,419.138477950646
2013-07,386.9346663381897
2013-08,388.5402724702728
2013-09,365.2262638243634
2013-10,374.7164834426385
2013-11,406.52619883927935
2013-12,405.8912382699784
2014-01,461.5000859932673
2014-02,448.6984058276598
2014-03,424.44150492145945
2014-04,441.88427127376906
2014-05,429.50406286870634
2014-06,431.47893639562216
2014-07,431.3007522347426
2014-08,438.28653802661404
2014-09,483.8557220673613
2014-10,492.91036935061703
2014-11,461.8998994916874
2014-12,462.82057068688243
2015-01,453.8289615637517
2015-02,456.3671986882348
2015-03,430.8171292175971
2015-04,381.8946499177429
2015-05,453.19922127688363
2015-06,454.46411653008397
2015-07,481.81151373362377
2015-08,471.1813346769431
2015-09,489.8533997211842
2015-10,467.36541780056484
2015-11,466.382512436817
2015-12,479.3902912290268
2016-01,473.43449832644546
2016-02,468.69210646662793
2016-03,462.557653784567
2016-04,456.0670252632906
2016-05,485.0482932785221
2016-06,500.3656832408519
2016-07,509.4544702941212
2016-08,503.4567445175713
2016-09,520.7342379642316
2016-10,510.11278604568787
2016-11,528.9981065988411
2016-12,551.0644315412404
2017-01,622.9530926990116
2017-02,628.4906394477817
2017-03,655.2102395733993
2017-04,601.405788
2017-05,605.309332
2017-06,637.049144
2017-07,659.210447
2017-08,676.248645
2017-09,673.496518
2017-10,655.095327
2017-11,682.715729
2017-12,672.416431
2018-01,631.451521
2018-02,600.56496
2018-03,579.494336
2018-04,591.7185003834537
2018-05,555.0594685001267
2018-06,552.9000195032942
2018-07,523.5123992887293
2018-08,567.133272768648
2018-09,536.1523172127345
2018-10,536.1913536035978
2018-11,531.8642028510538
2018-12,549.0824151106208
2019-01,594.3888060831578
2019-02,571.5991147456581
2019-03,545.1602096456214
2019-04,519.335159396552
2019-05,546.4177270521237
2019-06,549.4041559292414
2019-07,525.5343367768094
2019-08,517.5131144476746
2019-09,501.5119516091953
2019-10,475.4732312030593
2019-11,485.1357299094622
2019-12,457.5508759325625
2020-01,473.82314552834725
2020-02,468.23410138916415
2020-03,421.8400267494384
2020-04,422.11315879336337
2020-05,421.59203143682834
2020-06,426.5970877662256
2020-07,458.9555321690109
2020-08,548.1571046944989
2020-09,543.3218757521716
2020-10,531.0737518836853
2020-11,552.385885878927
2020-12,648.6192219922896
2021-01,702.430631731874
2021-02,663.5705525723916
2021-03,647.9453635226
2021-04,674.2210569893713
2021-05,726.9884415473522
2021-06,726.1441009205298
2021-07,748.3282556595946
2021-08,815.3543004380471
2021-09,896.2388858631111
2021-10,885.9863388975241
2021-11,841.5159919670639
2021-12,844.7560687687235
2022-01,852.2240129417987
2022-02,826.0096700164788
2022-03,820.8707184833087
2022-04,822.2940572393592
2022-05,784.1675579531279
2022-06,739.2106654570572
2022-07,687.280357038484
2022-08,740.4043255078234
2022-09,701.0022535926619
2022-10,669.4933431142545
2022-11,672.8585758547491
2022-12,660.5522174150927
2023-01,646.2986727739914
2023-02,644.3464106278351
2023-03,638.1673941461515
2023-04,649.3115649366841
2023-05,648.071471605545
2023-06,642.4057043026974
2023-07,637.9835567099097
