Date,EFM EUROPE + CIS (E+C) SMALL CAP
2010-11,1000.0
2010-12,1080.5212211751912
2011-01,1090.223912481149
2011-02,1086.7667341675003
2011-03,1153.8512980158753
2011-04,1238.5401378009653
2011-05,1119.8532090144517
2011-06,1090.7205007176208
2011-07,1032.79279227059
2011-08,858.8640638811913
2011-09,739.191319815589
2011-10,804.7439641036983
2011-11,721.4120299001567
2011-12,661.0953078030548
2012-01,762.5725057717626
2012-02,824.9506389758266
2012-03,827.3983444107522
2012-04,824.479043346052
2012-05,687.8287126172628
2012-06,748.9610045026246
2012-07,760.7532652654356
2012-08,764.6184399270066
2012-09,802.4175781886526
2012-10,812.4648265118658
2012-11,832.9564114446393
2012-12,892.1684737911141
2013-01,930.884452795272
2013-02,904.7390838921104
2013-03,902.5418163180649
2013-04,915.4329287780683
2013-05,906.7861502239318
2013-06,824.891669371255
2013-07,846.300193086918
2013-08,780.8912980768928
2013-09,853.8714266777039
2013-10,905.8039316276382
2013-11,916.0766473350883
2013-12,861.904103595549
2014-01,807.0719467558059
2014-02,858.5393137958692
2014-03,852.5617817714854
2014-04,875.7447559893535
2014-05,891.1200094081624
2014-06,900.6406479712884
2014-07,865.8182671411379
2014-08,855.7898747599625
2014-09,801.3611503706207
2014-10,786.0242949776355
2014-11,785.616087048667
2014-12,699.7861027925186
2015-01,695.4528698585218
2015-02,732.4312035001755
2015-03,687.7400987802747
2015-04,742.8131685227211
2015-05,724.700691878596
2015-06,697.7687656750824
2015-07,692.1133191208869
2015-08,639.7786975104663
2015-09,638.314796562559
2015-10,668.1116723195637
2015-11,634.7033473216079
2015-12,624.6048525205766
2016-01,588.6148917670852
2016-02,606.1976033964976
2016-03,690.6027812938565
2016-04,711.4821283052105
2016-05,680.3388386157739
2016-06,674.6251909240003
2016-07,695.536349371989
2016-08,734.94063312336
2016-09,757.9903168350816
2016-10,769.7201991131712
2016-11,743.4804096715208
2016-12,777.2625086977085
2017-01,828.5130393118858
2017-02,847.3013173484118
2017-03,860.8330849267855
2017-04,899.512795
2017-05,940.874695
2017-06,976.808597
2017-07,1033.984218
2017-08,1062.002195
2017-09,1032.81334
2017-10,1021.046108
2017-11,983.894068
2017-12,1037.540038
2018-01,1111.889463
2018-02,1058.957848
2018-03,1040.441525
2018-04,991.1417928786822
2018-05,921.1412544075063
2018-06,886.4032291404576
2018-07,885.1281618328353
2018-08,802.8711965121549
2018-09,811.3082026025147
2018-10,756.3132860947258
2018-11,791.8188523626619
2018-12,761.758597
2019-01,826.4654347942419
2019-02,856.0979557044916
2019-03,815.1331628505015
2019-04,833.8247367404928
2019-05,840.9424610324446
2019-06,913.8401387413261
2019-07,926.070335680689
2019-08,881.4714604584298
2019-09,888.5189846149723
2019-10,899.1551831608025
2019-11,927.3844796801047
2019-12,973.2861158108219
2020-01,986.2833123914819
2020-02,844.1580641063488
2020-03,671.6016004862385
2020-04,752.2043509395066
2020-05,807.4610706029218
2020-06,866.4111455865589
2020-07,893.8302777133777
2020-08,904.0593264365195
2020-09,879.3347230316308
2020-10,799.4952932127999
2020-11,1010.2099356902837
2020-12,1138.9322679388006
2021-01,1175.9716867616057
2021-02,1239.0357172260387
2021-03,1192.700017752208
2021-04,1268.2271847512566
2021-05,1307.2603431567704
2021-06,1254.001025540804
2021-07,1270.330901017456
2021-08,1331.7728976605833
2021-09,1262.6492521423602
2021-10,1324.2964818223852
2021-11,1186.1671142737039
2021-12,1210.7711830115284
2022-01,1209.3223552570073
2022-02,1036.1910850944125
2022-03,1000.1845245696264
2022-04,992.4564220509112
2022-05,981.8880566281607
2022-06,913.2723274541213
2022-07,918.1849125837631
2022-08,937.5829699228542
2022-09,860.6503824379723
2022-10,971.6172294509378
2022-11,1145.077265362603
2022-12,1238.9831903036227
2023-01,1242.7458414434761
2023-02,1263.8996182229794
2023-03,1198.4246505562378
2023-04,1232.5993739545588
2023-05,1217.9088414568457
2023-06,1240.2303371448236
2023-07,1429.7738246958804
