Date,EFM EUROPE + CIS (E+C) ex RU SMALL CAP
2010-11,1000.0
2010-12,1076.0727628023933
2011-01,1073.355413302301
2011-02,1062.8971851340366
2011-03,1139.1155207279955
2011-04,1240.4292933427955
2011-05,1118.48667718709
2011-06,1088.7627245434633
2011-07,1012.2351287564193
2011-08,847.8398458747604
2011-09,738.7172189804553
2011-10,804.5916816101549
2011-11,720.5881421486215
2011-12,670.7905969821769
2012-01,774.694855636022
2012-02,836.3109298049121
2012-03,847.0644816324035
2012-04,853.6687695281317
2012-05,726.355543723456
2012-06,793.7433635669379
2012-07,807.3900833027986
2012-08,812.1114413220106
2012-09,849.6480042297931
2012-10,865.4140506912732
2012-11,888.81006671439
2012-12,953.4724707699418
2013-01,986.2601277091336
2013-02,959.549544132092
2013-03,967.4948449906269
2013-04,989.4758245704796
2013-05,983.3374007365406
2013-06,887.0339644958398
2013-07,912.7049335840579
2013-08,839.8256542924564
2013-09,926.520123814946
2013-10,991.3597450222201
2013-11,1019.6472556506343
2013-12,930.9183185538818
2014-01,888.9259609723025
2014-02,962.5789264692353
2014-03,965.3500467425143
2014-04,997.4383970304102
2014-05,996.7692358552393
2014-06,1005.8670623311967
2014-07,979.8418608163626
2014-08,960.6832741797102
2014-09,899.3092051097899
2014-10,895.2515648648845
2014-11,916.1689963755916
2014-12,845.8003490277599
2015-01,836.671676728614
2015-02,859.7723978248257
2015-03,802.223883064974
2015-04,850.833757596629
2015-05,834.2466438396822
2015-06,807.6719996801
2015-07,805.455879045683
2015-08,744.4611206812687
2015-09,746.7270089576617
2015-10,770.3460578108725
2015-11,727.0452426879822
2015-12,723.832985422224
2016-01,683.2403794584817
2016-02,703.0481745993317
2016-03,787.6087589878799
2016-04,804.6012836521061
2016-05,758.6706763577749
2016-06,730.4869216642285
2016-07,755.7363983014352
2016-08,791.7582569529163
2016-09,804.3292772924776
2016-10,811.225430115164
2016-11,756.4854636924126
2016-12,779.0489847926746
2017-01,824.6978097869335
2017-02,858.6124141076933
2017-03,873.201851576801
2017-04,919.582207
2017-05,976.1959
2017-06,1027.042156
2017-07,1089.500048
2017-08,1109.238943
2017-09,1074.925522
2017-10,1062.110162
2017-11,1029.752536
2017-12,1101.010579
2018-01,1184.123715
2018-02,1115.521986
2018-03,1092.5834
2018-04,1056.9497274228113
2018-05,967.9300967511796
2018-06,930.8565368268276
2018-07,932.8242728780624
2018-08,846.8149987637738
2018-09,852.4681954010983
2018-10,794.7584504239846
2018-11,836.7638085608498
2018-12,810.2231468523032
2019-01,874.8422502671768
2019-02,917.1354697610354
2019-03,866.9506568212232
2019-04,886.1722793494757
2019-05,900.0295193356195
2019-06,976.9153585331655
2019-07,984.558911640898
2019-08,939.9720475150094
2019-09,949.9281976914716
2019-10,957.0816884675216
2019-11,989.9503360438457
2019-12,1035.6492263100893
2020-01,1039.2842925854925
2020-02,876.9968190945659
2020-03,718.1690083149115
2020-04,805.0305771726282
2020-05,866.2072140952768
2020-06,927.9017516666783
2020-07,943.247879023367
2020-08,944.2003188759722
2020-09,918.579106857645
2020-10,827.7147196722668
2020-11,1058.1511802006842
2020-12,1222.727742382613
2021-01,1239.407927199853
2021-02,1278.9672403321972
2021-03,1225.3027685551856
2021-04,1318.7097985450152
2021-05,1360.4616337637158
2021-06,1292.7738029368127
2021-07,1316.6709863537014
2021-08,1385.2331592585897
2021-09,1308.158500926444
2021-10,1374.046610824833
2021-11,1232.608463967789
2021-12,1267.9863200707441
2022-01,1296.3710605859344
2022-02,1196.6324807205633
2022-03,1284.905504622009
2022-04,1274.9774551244898
2022-05,1261.4006094795407
2022-06,1173.2521469172816
2022-07,1179.5631900497642
2022-08,1204.4832623381217
2022-09,1105.6503942864251
2022-10,1248.2060018318036
2022-11,1471.044637603272
2022-12,1591.6826168054163
2023-01,1596.5163760196474
2023-02,1623.6919656831901
2023-03,1539.578340343761
2023-04,1583.4815293401437
2023-05,1564.6090657012337
2023-06,1593.28478700698
2023-07,1836.7853256944811
