Date,EM (EMERGING MARKETS) SMALL CAP
1994-05,418.5975632597256
1994-06,422.097186454636
1994-07,437.32791516978426
1994-08,500.986553506617
1994-09,529.8817659630886
1994-10,530.2180464514779
1994-11,507.5349340681138
1994-12,491.8407312368719
1995-01,438.70966491199874
1995-02,450.48186302673383
1995-03,458.8790792642397
1995-04,455.7683356436
1995-05,478.74912844902536
1995-06,482.3136505803975
1995-07,494.0239515368346
1995-08,478.96963999946536
1995-09,472.86026094398756
1995-10,453.58747221177026
1995-11,443.12275460372234
1995-12,456.5695010519266
1996-01,489.5632411099194
1996-02,491.66888499881395
1996-03,490.388905975607
1996-04,512.311888437032
1996-05,490.59893581985506
1996-06,496.4529622920796
1996-07,466.2639348434619
1996-08,472.2934409957123
1996-09,481.540836934004
1996-10,471.6981152839903
1996-11,472.65301206779395
1996-12,466.92756008728736
1997-01,500.8253090824095
1997-02,533.1410376527539
1997-03,523.292667069963
1997-04,499.987788385098
1997-05,495.5618315851074
1997-06,502.94842376731646
1997-07,502.7160967244913
1997-08,442.0769207818512
1997-09,432.18074215492567
1997-10,366.7531509766874
1997-11,326.13826242508577
1997-12,305.7266363182952
1998-01,285.86444276548025
1998-02,326.6309103887929
1998-03,340.860641383463
1998-04,335.98492717563425
1998-05,305.7341405947412
1998-06,267.44100235121766
1998-07,265.8738133472731
1998-08,207.85641330483105
1998-09,209.26728760293562
1998-10,227.70448359768824
1998-11,252.73082790447637
1998-12,255.80381095030293
1999-01,246.15430225440664
1999-02,241.0606864722276
1999-03,270.4338683479827
1999-04,305.47094781694096
1999-05,304.83182279378025
1999-06,328.5367596694197
1999-07,324.2538169497296
1999-08,319.6460339480061
1999-09,305.59138711339284
1999-10,308.1907937839628
1999-11,326.53543530625956
1999-12,360.6408779237995
2000-01,385.37539495566193
2000-02,380.9841198768024
2000-03,371.85567056139695
2000-04,343.1967099856534
2000-05,318.7042094480561
2000-06,314.5146575069433
2000-07,305.65491026795206
2000-08,304.84779900266705
2000-09,275.73660236265187
2000-10,250.14176059710127
2000-11,236.14684710023934
2000-12,232.96445826767211
2001-01,256.8454512096897
2001-02,248.2720712364947
2001-03,231.68408191768563
2001-04,234.593674280732
2001-05,238.5484035563908
2001-06,234.34938733746307
2001-07,220.28784219722638
2001-08,222.52853722689625
2001-09,193.52557512186252
2001-10,200.0483807648722
2001-11,220.35850115167892
2001-12,234.01989879195744
2002-01,246.82242408308485
2002-02,247.85335056552998
2002-03,267.5414551814835
2002-04,270.61691459501503
2002-05,264.99775991193604
2002-06,245.1129585901639
2002-07,238.49007796200735
2002-08,238.26765005219244
2002-09,210.90821872234247
2002-10,221.91100389058195
2002-11,236.38542115553204
2002-12,231.0798365513276
2003-01,238.43226193651097
2003-02,231.7426174000245
2003-03,222.9041987804588
2003-04,238.82290286417762
2003-05,260.94735937124165
2003-06,277.45934634417347
2003-07,293.9024161252131
2003-08,309.75299881905073
2003-09,312.7435337395626
2003-10,336.90306534578036
2003-11,347.31826750488034
2003-12,371.5521640934068
2004-01,381.62098504119234
2004-02,399.5772048824523
2004-03,401.3538198481986
2004-04,376.67365464386603
2004-05,358.9666595536265
2004-06,357.9847027999037
2004-07,350.210630433118
2004-08,363.9732915648426
2004-09,386.64556146674204
2004-10,396.5098587018909
2004-11,437.46924956417917
2004-12,464.5204022418438
2005-01,466.27709637498924
2005-02,503.35312390542856
2005-03,475.2189006451735
2005-04,460.80498281378914
2005-05,470.80678077166925
2005-06,488.76151789777987
2005-07,515.1821093040571
2005-08,514.9520718240773
2005-09,549.5268089797764
2005-10,517.9846946699174
2005-11,564.5191163707318
2005-12,601.645571609765
2006-01,651.1560783446182
2006-02,656.9428406383854
2006-03,670.0308393545591
2006-04,717.5017237062546
2006-05,654.1575829382474
2006-06,617.6274632165937
2006-07,625.1390167420094
2006-08,644.833215362647
2006-09,665.8440371462852
2006-10,703.7656893635461
2006-11,764.6234009870374
2006-12,797.7293261677831
2007-01,797.2784062982457
2007-02,818.7051492105164
2007-03,858.8977091781841
2007-04,920.7765060655174
2007-05,1000.0
2007-06,1044.4551301984618
2007-07,1130.0558758646682
2007-08,1073.8886608810076
2007-09,1152.5248357383305
2007-10,1232.39276462747
2007-11,1122.2137801359897
2007-12,1137.3472618618316
2008-01,975.1027666076421
2008-02,1044.9192569962565
2008-03,978.9377133547326
2008-04,1028.6555056989905
2008-05,1008.6971278494625
2008-06,888.1882197848106
2008-07,870.1812441272665
2008-08,807.6413749285389
2008-09,642.4857728171107
2008-10,448.3666639164533
2008-11,422.35502089927235
2008-12,476.5997648317852
2009-01,447.0128826268499
2009-02,430.16101858966766
2009-03,491.1765435811194
2009-04,601.1625143571949
2009-05,740.3195787792797
2009-06,738.4419717106549
2009-07,831.8565424145128
2009-08,841.1737718055235
2009-09,909.5088571332797
2009-10,915.4100984336145
2009-11,958.5633208723976
2009-12,1021.4696330771335
2010-01,983.9230206257356
2010-02,986.3777692316169
2010-03,1073.6767781044089
2010-04,1100.5159042275452
2010-05,985.7504552520605
2010-06,1000.1049008765871
2010-07,1072.8308014417385
2010-08,1075.9437677181343
2010-09,1206.3797432525366
2010-10,1257.3365424547267
2010-11,1229.8062649719411
2010-12,1302.1151974483819
2011-01,1260.153773147895
2011-02,1211.3269031817038
2011-03,1267.1958932179698
2011-04,1324.4573543416732
2011-05,1283.0639202361183
2011-06,1255.3964677662862
2011-07,1280.4716316590275
2011-08,1138.711032617265
2011-09,957.2254318815827
2011-10,1050.5551502452113
2011-11,963.7034429842564
2011-12,951.0739961206359
2012-01,1053.4889819720238
2012-02,1146.7894246520743
2012-03,1109.6569234653825
2012-04,1088.8616755800458
2012-05,991.5343996801241
2012-06,1021.3427308937229
2012-07,1020.4221895986603
2012-08,1044.3168627511998
2012-09,1109.1752420371515
2012-10,1093.1771675916393
2012-11,1112.3764893677264
2012-12,1165.9837821064293
2013-01,1197.8118392153046
2013-02,1211.6093809992556
2013-03,1215.5494041718218
2013-04,1240.4789391696713
2013-05,1233.34760750618
2013-06,1125.6973689710585
2013-07,1132.9832721327784
2013-08,1095.6971311601233
2013-09,1166.7806818425413
2013-10,1209.2090053581533
2013-11,1188.0538562813495
2013-12,1181.6808300109772
2014-01,1149.8860735421135
2014-02,1198.311994127521
2014-03,1224.145163875572
2014-04,1229.0888190622316
2014-05,1266.1188218137875
2014-06,1289.2732441700296
2014-07,1299.5442998006665
2014-08,1331.280129240253
2014-09,1273.6926186841256
2014-10,1251.3574335037572
2014-11,1232.1766393203634
2014-12,1197.5192302186688
2015-01,1214.8228699061208
2015-02,1242.3614233839162
2015-03,1240.859155683396
2015-04,1353.4893527932418
2015-05,1359.369642738651
2015-06,1297.4979010475045
2015-07,1197.6825437110451
2015-08,1082.686095576264
2015-09,1082.8142042008456
2015-10,1146.9192914701907
2015-11,1117.4663427019032
2015-12,1118.8202270394072
2016-01,1030.7784638165058
2016-02,1027.1576797881726
2016-03,1129.9924821330542
2016-04,1147.009288089143
2016-05,1106.8683793197208
2016-06,1135.2563184505113
2016-07,1184.6466816809937
2016-08,1207.0472101861435
2016-09,1223.0705997326254
2016-10,1205.0215096849724
2016-11,1148.8460171656222
2016-12,1147.4593405383616
2017-01,1201.2373322760345
2017-02,1263.8114861070717
2017-03,1297.2157454764465
2017-04,1312.032208
2017-05,1321.419179
2017-06,1332.149088
2017-07,1380.809265
2017-08,1408.411587
2017-09,1409.161525
2017-10,1458.764309
2017-11,1484.53258
2017-12,1540.094294
2018-01,1629.628585
2018-02,1562.868368
2018-03,1543.239186
2018-04,1541.770724501625
2018-05,1510.0469599967116
2018-06,1411.5083648779757
2018-07,1430.0984449717268
2018-08,1400.6636984075346
2018-09,1354.3549133397153
2018-10,1211.6995528773423
2018-11,1278.0237703587964
2018-12,1258.322968
2019-01,1326.109369185358
2019-02,1343.404330598874
2019-03,1356.3133146986252
2019-04,1359.4156615815195
2019-05,1293.0004330784839
2019-06,1344.2189848759515
2019-07,1325.5381124532653
2019-08,1259.945225883494
2019-09,1284.8673494766215
2019-10,1334.116504
2019-11,1326.3909188923974
2019-12,1408.30732835759
2020-01,1352.2033263635994
2020-02,1256.884783680157
2020-03,966.9659795998577
2020-04,1102.0255590630293
2020-05,1128.2396371755033
2020-06,1230.3488620848796
2020-07,1345.3597520086541
2020-08,1401.1180765528247
2020-09,1378.4309536449268
2020-10,1370.9566909272014
2020-11,1564.3185718189354
2020-12,1685.980981231476
2021-01,1687.466516556706
2021-02,1788.1985216363362
2021-03,1816.0287638486698
2021-04,1926.190792045753
2021-05,1975.19973327966
2021-06,2022.4023539446732
2021-07,1996.7979494849792
2021-08,2021.4127136777283
2021-09,1982.0065942000783
2021-10,1986.9343335683657
2021-11,1928.8304441066457
2021-12,2011.2503407868408
2022-01,1922.4877030017683
2022-02,1874.9089887972407
2022-03,1925.4805209729252
2022-04,1829.6188871824436
2022-05,1800.203596260461
2022-06,1611.965256516768
2022-07,1658.7731157742976
2022-08,1700.9095331148283
2022-09,1530.9352043881438
2022-10,1529.9911412605804
2022-11,1674.505477369395
2022-12,1658.4957719394383
2023-01,1757.0092393651587
2023-02,1707.1900179555194
2023-03,1723.8468958021563
2023-04,1735.867515041162
2023-05,1755.7327935759242
2023-06,1836.4827600959018
2023-07,1958.360803246996
