Date,WORLD ex CANADA SMALL CAP
1994-05,508.45012946010104
1994-06,515.604359886011
1994-07,518.1376373736213
1994-08,528.6684480786596
1994-09,519.0428885664192
1994-10,523.6252297376515
1994-11,494.2897838926591
1994-12,503.3931731241878
1995-01,492.78839483878426
1995-02,492.7528315536016
1995-03,508.8132008268493
1995-04,517.7277402590587
1995-05,512.7246112597172
1995-06,518.0132234140988
1995-07,546.8555387395488
1995-08,543.6314147567782
1995-09,549.6497909849808
1995-10,531.2220179984523
1995-11,543.2404410360078
1995-12,561.295265041388
1996-01,565.1906526089242
1996-02,576.9081225118296
1996-03,589.345731975038
1996-04,622.4654516509896
1996-05,629.8140004459788
1996-06,620.96458914373
1996-07,584.6697222522129
1996-08,598.1286320681786
1996-09,606.9069734734819
1996-10,598.6895443163978
1996-11,609.9746094406007
1996-12,606.1415185342615
1997-01,602.3496997504909
1997-02,596.7232533562222
1997-03,577.2175084883706
1997-04,569.3536488671133
1997-05,622.739900782677
1997-06,646.3989705118503
1997-07,651.6557058054557
1997-08,647.2466730152291
1997-09,671.3663441892971
1997-10,646.1358392040892
1997-11,625.0865736015273
1997-12,618.2489210804885
1998-01,629.8595804966843
1998-02,676.5227169480811
1998-03,703.589343041054
1998-04,711.3263900542044
1998-05,695.0413969229336
1998-06,684.6571941473804
1998-07,656.5633361437069
1998-08,553.6357695418255
1998-09,562.5987121937493
1998-10,591.4903420772397
1998-11,621.6160260172167
1998-12,646.474941813558
1999-01,652.203623449017
1999-02,624.4131663549158
1999-03,643.8107741751581
1999-04,690.1279653613633
1999-05,686.9035710368502
1999-06,731.0291982610454
1999-07,741.6992154531508
1999-08,744.8020896657149
1999-09,752.3548819540897
1999-10,756.6248311621271
1999-11,787.0897177402616
1999-12,833.8687449649286
2000-01,826.8801021427222
2000-02,898.5971276473559
2000-03,897.6935724246879
2000-04,821.2359532996908
2000-05,799.4490239615714
2000-06,865.9408203568736
2000-07,827.8363202321256
2000-08,871.5132204045252
2000-09,838.0327791348274
2000-10,787.1492096934746
2000-11,734.1974400223446
2000-12,770.2219604169711
2001-01,800.9564228571181
2001-02,754.217031447249
2001-03,701.6082977242584
2001-04,753.2662433774573
2001-05,768.1052530788014
2001-06,763.3695079984271
2001-07,734.4936341945215
2001-08,723.1302640864578
2001-09,630.3874989898144
2001-10,664.3287613822379
2001-11,699.0188149397064
2001-12,716.5467249680486
2002-01,704.0670000645681
2002-02,699.5556052868997
2002-03,746.5865418432663
2002-04,759.451735514363
2002-05,761.393813200601
2002-06,719.4782019341386
2002-07,645.9649693880207
2002-08,644.9261217629219
2002-09,592.3074433492312
2002-10,606.314390517303
2002-11,645.5379704921559
2002-12,625.5591202474859
2003-01,611.6222233945768
2003-02,600.3049523780045
2003-03,603.6232020672621
2003-04,660.2704192253709
2003-05,722.2353199064328
2003-06,741.4198340202953
2003-07,771.4793975669215
2003-08,808.3553594165899
2003-09,820.6774867913606
2003-10,883.948642871525
2003-11,903.8905201038943
2003-12,940.2938859196406
2004-01,977.042043027335
2004-02,1000.0
2004-03,1022.6006372255302
2004-04,983.5674559497061
2004-05,990.9963734112162
2004-06,1031.9584153692629
2004-07,981.3154081798609
2004-08,982.773345317546
2004-09,1016.1655256661933
2004-10,1041.5128319506314
2004-11,1119.8518992569911
2004-12,1169.5533687612322
2005-01,1158.3142503348129
2005-02,1194.8848351807396
2005-03,1170.0076276262212
2005-04,1129.71926013244
2005-05,1167.8681063828253
2005-06,1201.3001670377182
2005-07,1259.8537054979463
2005-08,1265.579966670459
2005-09,1290.0679055314615
2005-10,1250.4752965169753
2005-11,1300.5536491852502
2005-12,1340.623043812637
2006-01,1437.056250410447
2006-02,1432.7784791180625
2006-03,1493.216555734444
2006-04,1528.3216488627522
2006-05,1456.1605977119495
2006-06,1444.9820949205096
2006-07,1412.558821459959
2006-08,1448.547754289793
2006-09,1461.888663361848
2006-10,1525.9054031247726
2006-11,1586.1424406892456
2006-12,1613.9086875320652
2007-01,1650.8996280523575
2007-02,1664.974142785724
2007-03,1704.6670236675939
2007-04,1761.5147729779076
2007-05,1812.0081880903674
2007-06,1789.7397401890667
2007-07,1728.3931803964113
2007-08,1706.8243184561934
2007-09,1746.3665828936382
2007-10,1813.3619739020965
2007-11,1695.8198808920004
2007-12,1662.764248119678
2008-01,1537.232667788954
2008-02,1539.4943499570684
2008-03,1530.6367913723682
2008-04,1595.968683775542
2008-05,1653.31901564907
2008-06,1516.5215035407086
2008-07,1495.4601699922641
2008-08,1496.6644598758628
2008-09,1304.0981983574916
2008-10,1015.0575872879891
2008-11,929.2698788999011
2008-12,986.1453247361853
2009-01,907.8234016128606
2009-02,812.5281232187193
2009-03,880.8086836023281
2009-04,1027.065847388083
2009-05,1112.0454074882857
2009-06,1128.6202269763844
2009-07,1226.313652785164
2009-08,1302.6430598581244
2009-09,1376.1930915581145
2009-10,1319.3204896900468
2009-11,1347.1187584005074
2009-12,1408.3362084441394
2010-01,1375.8438339796812
2010-02,1405.1039855263955
2010-03,1513.5942393126925
2010-04,1572.1595613707832
2010-05,1421.0758100725175
2010-06,1355.4033886840382
2010-07,1460.6007407692155
2010-08,1390.3204495357872
2010-09,1551.319974941583
2010-10,1611.0134100218388
2010-11,1616.0713029037668
2010-12,1768.5507966956507
2011-01,1787.0530786700633
2011-02,1856.8277468331326
2011-03,1881.020516172404
2011-04,1953.7080515576176
2011-05,1917.2085346195872
2011-06,1880.0226562599692
2011-07,1830.4483793322815
2011-08,1676.9295155815394
2011-09,1497.5107316758751
2011-10,1672.523935862646
2011-11,1633.03749121464
2011-12,1621.4125033471976
2012-01,1743.4034747771386
2012-02,1824.1479732526298
2012-03,1849.810110790126
2012-04,1837.332604888596
2012-05,1677.336077009539
2012-06,1742.6741096863911
2012-07,1736.8694134349068
2012-08,1793.5502211717176
2012-09,1855.4077229213485
2012-10,1846.3903472499428
2012-11,1869.078556910119
2012-12,1931.3508879925564
2013-01,2048.6200020929
2013-02,2072.6097358438724
2013-03,2146.213454790362
2013-04,2177.330292778797
2013-05,2204.7012449231006
2013-06,2162.6594299758976
2013-07,2300.967021293362
2013-08,2256.4005190205967
2013-09,2416.564809371188
2013-10,2492.224262849286
2013-11,2543.0733578589593
2013-12,2603.9708211205448
2014-01,2557.818848341449
2014-02,2691.1079983112677
2014-03,2678.744043559113
2014-04,2627.930359082603
2014-05,2660.0900288901516
2014-06,2759.3547658909597
2014-07,2648.9868615553696
2014-08,2730.7424854358283
2014-09,2585.862959589975
2014-10,2641.036746150589
2014-11,2657.627881181254
2014-12,2677.5034368452334
2015-01,2638.7001419474327
2015-02,2802.706577044419
2015-03,2814.9302514469214
2015-04,2832.272624386038
2015-05,2880.4706554597883
2015-06,2858.4897655037253
2015-07,2857.228233745621
2015-08,2706.3176446923153
2015-09,2593.855811289651
2015-10,2743.5046679846314
2015-11,2779.115185506525
2015-12,2714.640420473772
2016-01,2501.4908011250013
2016-02,2513.0207017129555
2016-03,2723.2912123362244
2016-04,2777.993113691943
2016-05,2818.5832507513564
2016-06,2759.5888147751375
2016-07,2913.7765867793237
2016-08,2923.0289083853913
2016-09,2968.47691662108
2016-10,2860.3740262371066
2016-11,2985.1948711724117
2016-12,3058.378724299659
2017-01,3126.863365012108
2017-02,3198.3385801032223
2017-03,3223.5316767830336
2017-04,3296.862129
2017-05,3321.635388
2017-06,3371.827888
2017-07,3448.678957
2017-08,3445.951027
2017-09,3586.805711
2017-10,3643.596507
2017-11,3728.051195
2017-12,3779.868907
2018-01,3919.689913
2018-02,3769.359969
2018-03,3774.75119
2018-04,3807.3578240812058
2018-05,3912.1200131611636
2018-06,3899.608869133032
2018-07,3950.0172879739857
2018-08,4040.4873305085493
2018-09,3983.451374528994
2018-10,3587.322493824721
2018-11,3617.492302433138
2018-12,3279.8801223224295
2019-01,3614.701926974871
2019-02,3752.413826452417
2019-03,3733.613847528489
2019-04,3856.3809488464904
2019-05,3604.0078785388796
2019-06,3812.745424211108
2019-07,3832.8179681686515
2019-08,3699.259498234521
2019-09,3780.451191409761
2019-10,3890.4104829570497
2019-11,4018.0509015146563
2019-12,4152.786105948125
2020-01,4038.246880156799
2020-02,3668.077684754601
2020-03,2920.3292007971227
2020-04,3299.1210001501377
2020-05,3535.6662860686242
2020-06,3623.193690066328
2020-07,3758.735350070887
2020-08,3974.5505372156363
2020-09,3895.451917
2020-10,3896.027025657721
2020-11,4498.683317307732
2020-12,4833.778965305371
2021-01,4936.179263139764
2021-02,5182.528807113362
2021-03,5294.6798426935875
2021-04,5498.798183555351
2021-05,5539.819281913465
2021-06,5555.0034952489905
2021-07,5517.6012614206775
2021-08,5657.095104056725
2021-09,5479.649938826405
2021-10,5672.113606927407
2021-11,5400.181458074054
2021-12,5603.55263441038
2022-01,5169.04353577571
2022-02,5176.230068729768
2022-03,5218.288116577293
2022-04,4812.647589154591
2022-05,4805.8723001373555
2022-06,4335.219730854286
2022-07,4731.84848169222
2022-08,4579.64992015341
2022-09,4112.585794572553
2022-10,4446.728614201917
2022-11,4720.635881016251
2022-12,4560.797323871929
2023-01,4984.218679500587
2023-02,4890.26245930767
2023-03,4759.560534164747
2023-04,4757.629085175466
2023-05,4630.94727511884
2023-06,4928.023632410368
2023-07,5169.873924037524
